Show ID,Title,My Score,MAL Score,Score Diff,MAL Count,Coefficient,Weighted Score Diff,Under or Over,Status,Studio,Season,Year,Source,Director,Eps Count,Date Finished,Cry Status,Review Summary,Thematic Takeaway,Character Comments,Story Comments,Setting Comments,Animation Comments,Music Comments,Extra Content,Miscellaneous Comments,,,
143,My Love Story!!,9,7.94,1.06,"238,836",11.01%,0.95,Normal,Completed,Madhouse,Spring,2015,Manga,Morio Asaka,24,18/06/2021,Welled Up,"Wholesome rom-com, all around",*in Themes 4,"Other than Oda, there isn't a miss. Every char delivers a sweet message or comedic reprieve. Overall, tightly-written chars that never felt like they dragged","The beginning felt very contrived and humorlously bad, which made the relationship feel a little forced, but afterwards, it was FANTASTIC",Wasn't enough explore or time spent in one place to make me feel like it mattered,"Fair. Not mind-breaking, but it definitely didn't have any flaws. Very clean",Ed is sweet,,"This show is chalk-ful of wholesome char moments that take an interesting perspective on love. I appreciate the take on selflessness in relationships, and it shines in this show. Admittedly, Yamato's and Takeo's VAs begins to drag with how many samie lines they say. Otherwise, it hits you with some solid comedy, wholesome poggers moments, and a thematic complexity that proved intriguing. It definitely grew on me over time as I began to appreciate how solid the show is in every aspect",,,
111,Masamune-Kun’s Revenge,9,6.79,2.21,"342,793",15.80%,2.05,Underrated,Completed,SILVER LINK,Winter,2017,Manga,Mirai Minato,12,02/04/2021,No,Relationship drama and revenge ;),You're appearance is only one aspect of who you are. You're past is only one aspect as well,"All of the main chars were enjoyable. Although the trap and the class rep were utterly useless, the dynamics between the main 4 were great as their desires took over","It never got old. Although the cultural festival arc seemed a bit forced, the rest of the story was enticing. I enjoyed that it never lost its tone",That feeling of snobbishness never left the show as I had the feeling I was watching high society interact,Solid. Not great. Not bad,"The OST was good, but I wouldn't listen",Manga has like 4 volumes left. Worth reading,"Although it wasn't long enough to get into the reprucssions of the chars flaws, what was shown was great. Every char had a flaw that made them hatable, but they all had endearing traits that made me enjoy their interactions. The lack of closure is what did me in. As long as every char faces a consequence of some kind in the manga for their shitty actions, I'm happy. The relationship between Neko and Makabe was a godlike story moment too. The chars are all more complex than they seem at first glance",,,
68,"Love, Chunibyo & Other Delusions",9,7.72,1.28,"589,226",27.16%,1.01,Normal,Completed,Kyoto Animation,Fall,2012,Light Novel,Tatsuya Ishihara,25,07/12/2020,Welled Up,"Stay weird, it's only right",,,,,,,,,,,
29,Konosuba,9,8.25,0.75,"910,815",41.98%,0.33,Normal,Completed,Studio Deen,Winter,2016,Light Novel,Takaomi Kanasaki,21,06/05/2020,No,No time for seriousness,,,,,,,,,,,
62,Kill la Kill,9,8.08,0.92,"724,979",33.42%,0.59,Normal,Completed,Trigger,Fall,2013,Original,Akira Amemiya,24,30/08/2020,No,The true expression of mankind,,,,,,,,,,,
84,Keep Your Hands Off Eizouken!,9,8.16,0.84,"91,224",4.20%,0.80,Normal,Completed,Science SARU,Winter,2020,Manga,Masaaki Yuasa,12,21/01/2021,Sniffling Mess,The beauty of creation and improvement,*in Themes 1,"All three characters were loveable in their own way. While Kanamori's angst was unnecessarily excessive, it still played off the others. Some arcs felt a little rushed","With three arcs, each one delivered in exploring the anime creation process and bringing something to life. Thoroughly enjoyable","Used to its fullest, the setting felt unique, fun, and a blast to travel with the characters through",Loved it. The mix between imagining and reality felt nice,"All around fantastic. Op, Ed, and OST",,"There isn't too much to say about this show. It was quirky and fun all the way through. The show felt personal and came from a place of heart. While the character arcs for Kanamori and Mizusaki weren't that fleshed out, I think their backstories were great. I just wish Kanamori frustrating personality was explained a bit more, and Mizusaki had a bit more depth to her personality. However, I loved all three of them. The show ihad me choking up from scenes that shouldn't even be emotional but had me feel for them",,,
66,Kabaneri of the Iron Fortress,9,7.25,1.75,"333,484",15.37%,1.60,Normal,In Progress,Wit Studio,Spring,2016,Original,Tetsurou Araki,12,05/09/2020,No,Zombies done right,,,,,,,movie - 2019,,,,
75,Golden Time,9,7.77,1.23,"391,753",18.06%,1.05,Normal,Completed,J.C. Staff,Fall,2013,Light Novel,Chiaki Kon,24,24/10/2020,Welled Up,The present is all that matters,*in Themes 1,,,,,,,,,,
71,Durarara,9,8.10,0.90,"546,547",25.19%,0.65,Normal,Completed,Brain's Base,Winter,2010,Light Novel,Takahiro Oomori,64,03/12/2020,Welled Up,Deep Characters in a deep plot,*in Themes 1,,,,,,,,,,
155,Daily Lives of High School Boys,9,8.26,0.74,"336,668",15.52%,0.58,Normal,Completed,Sunrise,Winter,2012,Web Manga,Shinji Takamatsu,12,09/10/2021,No,Lowkey sounds fun,*in Themes 4,Most of the chars were very enjoyable. They all provided something different whether it be through solo gags or simply adding to the moshpot of lunacy,"A lot of fun. The amount of self-awareness that this shows has makes it undeniably great. The bits are good, and it's thoroughly entertaining","Very boring for the few spots that are repeated, except for Tadakuni's room. It had a flair of boringness to it","Not very good, but the awareness to call it middle school style is great",Op and Ed went off,,"This show knew what it wanted to do, and it did it perfectly. The comedy, while not gut-busting, was thoroughly entertaining and lowkey in its punchlines, bits, and recurring gags. The self-awareness this show has is great. My complaints come from the chars that feel like nameless throw-ins who provide absolutely nothing as they don't seem to provide anything that other chars couldn't do. In other words, they feel like fillers to add more chars. Also, the few relationships that did happen were confusing add-ins",,,
167,Cowboy Beebop,9,8.77,0.23,"723,206",33.33%,-0.10,Normal,Completed,Sunrise,Spring,1998,Original,Shinichiro Watanabe,26,25/11/2021,Rolling Tears,See you later space cowboy,*in Themes 6,"The crew is really good. All around, they are well-fleshed out and very intricate, and while being done through episodic format, they still shine","Most of the side stories were really good. I would find myself getting lost in them. However, the main storyline fell flat in the end",I loved the small intricacies of it all. The universe felt unmatched in its complexity & simultaneous simplicity,It's 1998 and their putting out shit like THIS. Insanely good,Boner jams all along the OST and the Op shclaps,movie,"The chars associated with Spike's life are severly underwhelming. They didn't hold clear enough weight over Spike's actions throughout the show to make the ending feel justified. I didn't care for Julia and the conflict with Vicious bc the relationships weren't fleshed out. For once, I think a show needed a flashback to work. It made for a disappointing ending even though I knew the ending beforehand. Everything else was freaking awesome tho. It's funny, wholesome, and contemplative all at once.",,,
63,Beyond the Boundary,9,7.84,1.16,"433,326",19.97%,0.96,Normal,Completed,Kyoto Animation,Fall,2013,Light Novel,Taichi Ishidate,13,07/12/2020,Welled Up,Glasses are cute,*in Themes 1,,,,,,,,,,
106,Adachi and Shimamura,9,7.16,1.84,"40,955",1.89%,1.82,Normal,Completed,Tezuka Productions,Fall,2020,Light Novel,Satoshi Kuwahara,12,14/03/2021,Welled Up,"fate and complex, romance relationship",*in Themes 2,"The main two were just about perfect. The friend two were a great foil. The biggest weakspot was the alien girl, who's role felt expendable and unnecessary","Slow and tailored perfectly to the characters and their development. Foreshadowing was well done, making for multiple satsifying moments","I enjoyed the meaning inbued into the second floor gym. Other than that, there isn't much to talk about","CGI was distracting where used. Otherwise, solid",Nothing great,,"If it weren't for the random alien girl, who was dropped by show's end, the lack of an effect from Tamuri, and a middle section that dragged a little as it became a bit melodramatic, this would have been a 10/10. The themes in this were so touching. One of the few shows I've seen write a romance where I didn't want one of the MC's to profess their love because of everything the anime had shown me. Beautifully done, and I really connected with the main two through the themes.",,,
78,91 Days,9,7.83,1.17,"230,283",10.61%,1.06,Normal,Completed,Shuka,Summer,2016,Original,Hiro Kaburagi,13,08/01/2021,No,Gangsters done right,*in Themes 1,The emotional attachment to characters is put in the right places. Characters who need to be fleshed out are fleshed out. Cast is realistic and motivations are legit,Spectacular. The twists and turns were unpredictable and had me with my mouth gaping open,"Lawless was a cool town. The gangster vibe was prominent, but the Island was disappointing as a set piece",Subpar at best. ,Op was heartwrenching,,"This show focused on what it needed to focus on, Angelo, his revenge, and the people he impacts. The mindless mobsters didn't need a proper fleshing out. Vincent's importance wasn't needed because this is a story about the irrationality of revenge, the lifelessness of it all. It's poetic while still leaving enough room to care for characters like Nero, Angelo, and Corteo. Although the animation really sucked at times and some characters needed a little extra foreshadowing, this show delivers a thrill",,,
190,Your Name,8.5,8.92,-0.42,"1,369,358",63.12%,-1.05,Normal,Completed,CoMix Wave Films,Summer,2016,Original,Makoto Shinkai,1,05/07/2021,Tingly Nose,Almost great,"We're all searching for something, someone, who connects us to the world around us",Well-rounded for the most part. Every char has their own purpose and actions. My biggest complaint is that the main chars relationship doesn't seem legit,"Because of how confusing it can get, it was hard to keep track of things and some things didn't make sense. Otherwise, it was very touching","Really nice. Portrayed mostly through the best backgrounds you'll ever see, I could see the diffs between both sides",Absolutely breathtaking,OST is full of emotional jams,,"This movie is tightly written, and it succeeds in leaving bread crumbs for things to occur. Also, the twist was done really well. However, the movie seemed to lack a well-defined relationship that was mostly portrayed through montage. It made it tough to get behind the emotional high. Plus, a lack of explanation about some prominent chars made it tough to get invested. Overall, it was sweet, but not earth shatteringly so. Production value is high and it's sweet, but the story is one that's hard to get excited for",,,
165,Umamusume: Pretty Derby,8.5,7.46,1.04,"37,273",1.72%,1.02,Normal,Completed,Studio Kai,Spring,2018,Game,Kei Oikawa,26,17/10/2021,Sniffling Mess,Unexpectedly charming and hype asf,*in Themes 6,"With such an aboslutely GIGANTIC cast, this show did a good job showing us the important stuff, and s2 did a great job actually fleshing them out. S1 was iffy","S1 struggled to have consistency, but both seasons excelled in hyping up the races, setting the stage, and forcing me to just have fun",Loved the horse girl gags like the phone that goes all the way up to their ears. Wish there was more bc of it,Not great. CGI was icky,Idol songs didn't do it for me,,"This show had no right to be as fun as it was. I had a blast cheering for the horses, and the twists and turns had me wanting more. Plus, the real-life of each horse made it even better. I fell in love with horse racing through this show. The chars, in s2, were great. The cast was used to motivate and push the plot instead of act like statues like in s1. Tthe lack of explanations for what older horses actually do frustrated me to no end, but I still can't be mad at this show, even if it isn't the best written. It's too damn fun",,,
64,The Melancholy of Haruhi Suzumiya,8.5,7.90,0.60,"420,502",19.38%,0.41,Normal,Completed,Kyoto Animation,Spring,2006,Light Novel,Tatsuya Ishihara,29,15/10/2021,Rolling Tears,Cooky fun with an ending to die for,*in Themes 5,"They say that they all changed, but I don't get that impression. Koizumi was painfully dull, but the rest of the brigade was spectacular. A lovable cast mostly","Didn't bother to bore you too hard with all of the intricacies, and I enjoyed the chronological order (ep 0 should come first). But, E8 ruined it",The build up of the classroom over time was fantastic. It made me recognize differences during the movie,Really good considering the year it came out. Better than stuff from the 2010s,Op 2 was good and movie ed was sweet,,"This rocked. With a premise so awesome and fun, it's a shame there wasn't more. Bc the Endless Eight sucks so much life out of the show, it's hard to really appreciate the chaos. Plus, with the show being so plot heavy, chars didn't really have time to grow, which was the case for chars like Koizumi who were annoying and had no positives and Asahina who kinda stayed the same. Not even Haruhi had a statisfying end to her story. We got snipits, but I needed more. But, Kyon more than made up for it.",,,
105,Talentless Nana,8.5,7.26,1.24,"90,468",4.17%,1.20,Normal,Completed,Bridge,Fall,2020,Manga,Shinji Ishihira,13,12/03/2021,No,Among Us and careful char development,*in Themes 2,"Each character seemed unique and had interesting stories. They felt like real people who were the product of their past, not defined by it. Felt relatable in that way","Kinda dumb in some parts. Nana's thinking didn't seem that great in some parts; otherwise, the tension and plot twists were spectacular",I would like a bit more description for the island. I didn't get a good glimpse of island life. Details felt left out,"Character design, particularly Nana wasn't great. Okay",Op and Ed were aight,,"Ending kinda sucked. If there isn't a second season, this show will have had zero closure. Also, the other kids felt useless as they would just sit around while people are being murdered. There was a lack of tension felt outside of Nana getting caught. Her character arc with Michiru was God tier. It felt complex and real. The clashing of personalities and lone wolves could and did make the show great, and with great char work from the chars that matter, the show delivers a powerful intro, not a complete story",,,
208,Sweetness & Lightning,8.5,7.53,0.97,"115,076",5.30%,0.92,Normal,Completed,TMS Entertainment,Summer,2016,Manga,Tarou Iwasaki,12,22/01/2022,Welled Up,Sweet and umami,*in Themes 8,"Tsumugi's quotes were a little all over the place in terms of maturity. Then, while Kotori and MC are decent, the others don't really provide much of anything","I loved the use of food to help cope with the pain, but it was indirectly showed at best. Still, it was cute and fun even if it lacked thematic tie-in",Wish the restaurant had a little personality to it. Seemed a little dry (pun intended),Very middling. Nothing overly egregious. No wow moments,Op is cutsie,,"The show is cute, but there are promises, especially surrounding char arcs, that are never fulfilled or even addressed, namely Kotori's knife phobia, the death of the mom from Tsumugi and MC's perspectives, and Kotori insecurities about the restaurant. It felt like they danced around this stuff w/o addressing it despite bringing it up, which is why I can't rate it higher. However, in being a sweet, father-daughter slice of life centering around making food, the show truly does do its job spectacularly",,,
205,SK8 the Infinity,8.5,8.04,0.46,"182,223",8.40%,0.38,Normal,Completed,Bones,Winter,2021,Original,Hiroko Utsumi,12,23/02/2022,Sniffling Mess,Skating is fun… man,*in Themes 8,"Langa and Reki were great. I enjoyed their arcs, loved their relationship, and I loved how it all came together. The rest of ensemble had pieces of both fun and eh",Although there were moments of convenience and complete wtfuckery it was still solid. Comedy was good and didn't take itself too seriously,"Didn't like the new track coming out of left field, but I did like the rest of the skater vibes I got. Felt skatery","Decent to really good at times. Was never bad, but could've been more wow",Op and Ed are decent and OST has some bangers,,"The villain was awful. He was hard to sympathize with, and no justice was had in the end. Subplot about servant and the investigation was weak. His relationship with Joe and Cherry was also weak. Everyone outside Reki and Langa disappointed to feel fulfilling, yet it somehow didn't really matter. I never found myself not enjoying it bc it wasn't fulfilling. Probably bc Reki and Langa were so likeable and the story knew what it was about so much that I didn't care about how well done the story or chars were",,,
174,Parasyte - The Maxim,8.5,8.37,0.13,"920,831",42.44%,-0.29,Normal,Completed,Madhouse,Fall,2014,Manga,Kenichi Shimizu,24,27/11/2021,Rolling Tears,Nuanced look at environmentalism,*in Themes 6,"The MC is a god tier char, and luckily he gets most of the corresponding spotlight. However, Murano is Mary Sue through and through. Why is that 1 girl on the poster?","As it surrounds the MC, it's really good. There's also a level of politics that I really enjoyed. There always was tension even when there wasn't",Not very much of statement setting,"Kinda yucky at times, but also really good and fluid at other points","Op, Ed, and some OST songs are good",,"Female MC showed no signs of personality. She was lacked agency. In the end, Izumi and Migi stole the show with their powerful duo as well as the relationship between Izumi and mom. Detective was a strong char too, but mom parasite needed more time. Not enough focus on side chars overall. Plus, the ending dropped the ball pretty hard. Deus ex machina, random inspirational chars, underwhelming last fight, Migi going away for no (good) reason, and a last ep that provided nothing but needless drama. ",,,
195,Ouran High School Host Club,8.5,8.17,0.33,"574,844",26.50%,0.07,Normal,Completed,Bones,Spring,2006,Manga,Takuya Igarashi,26,05/01/2022,Rolling Tears,Posh homoeroticism 2 the highest degree,*in Themes 7,"Tamaki could get a little annoying at times, but otherwise the cast was awesome. They all were deep enough to care for where they came from. Fun to watch",Fairly consistent and always watchable. Comedy was really good when they focused on rich vs poor and the actual hosting,Music Room #3 had a lot of feel to it. It was expansive and magical. Loved being inside it and the campus,Good enough considering the time,Op and Ed are aight,,"The ending felt a little out-of-the-blue (still worked tho), the ordering of char backstories felt wrong (yet the emotional moments still hit), and Tamaki being annoying really dragged down the comedy in a multitude of parts. Everything else was really good. There was a wide range of ways they could make jokes, and when they avoided the Tamaki being over-possessive and yelling while upset, the show was a fantastic comedy with a very touching and slightly thought-provoking thematic message. ",,,
212,Nanana’s Buried Treasure,8.5,7.15,1.35,"91,102",4.20%,1.31,Normal,Completed,A-1 Pictures,Spring,2014,Light Novel,Kanta Kamei,11,26/02/2022,Tingly Nose,"Indiana Jones, but not quite",*in Themes 8,"Generally, I thought the chars were really good. They all had conflicting motivations that created fun and tense moments. With more development, I would be happier",Some moments were gotten out of bc of inexplicable reasons. Felt like parts were missing. Needed a party other than kids getting involved,I wish there was more explanation about how the treasures have pros & cons. I wanted more about Matsuri too,"When it goes hard, it goes hard, but otherwise, I thought it was fine",Nothing great,Manga worth reading,"A lot going on, and it works together to make a fascinating story with amazing conflicts and outsmarting. It does suck that we don't get to watch things unfold naturally tho. Some moments feel rushed, causing some info like why Juugo and Tensai teamed back up with the guy who wanted to ""take over the world."" However, the lack of an overlying threat made it tough to feel invested. I also don't understand why Juugo can't reveal his secret or why he doesn't want to help people. I just needed more to love it",,,
391,My Dress-Up Darling,8.5,8.43,0.07,"300,205",13.84%,-0.07,Normal,Completed,CloverWorks,Winter,2022,Manga,Keisuke Shinohara,12,12/04/2022,Rolling Tears,Cute ecchi,*in Themes 5,"Outside the main girl, who doesn't seem to have an arc, the others are captivating and/or quirky. Gojo especially has so much room to grow, but he did get tiresome","It started to drift away from its focus on cosplay near the end. Plus, it felt rushed near the end as well. Beginning was just about goated","School is pretty uncool, but the places they live are oozing with personality from teen to traditional Japanese",Honestly some of the best shit I've ever seen and it had no right to be this good,Ed is sweet,,"Show seems to lose its focus near the end as it transitioned into a romcom with a side of cosplay instead of cosplay slice of life with a side of romcom, which isn't how the show seemed to open up with. The chars have a basis for really cool conflict and moments moving forward. I need more though if I'm going to rate it higher. And although I'm not a fan of the unnecessary ecchi, it wasn't egregious, and it was complemented nicely by well-crafted themes, unique chars, and stunning animation. ",,,
387,Mind Game,8.5,7.78,0.72,"26,726",1.23%,0.71,Normal,Completed,Studio 4°C,Summer,2004,Manga,Masaaki Yuasa,1,06/03/2022,Tingly Nose,Avant garde acid trip through time,*in Themes 5,"Other than the sister, Yang, who got thrown in their last minute in the boat scene, there was a large amount of development and learning throughout the movie","The time travel plot element was stupid, and it made for a confusing purposeless ending. It didn't belong, but everything else was good",I loved the whale's mouth tree fort. It was super cool. Would have loved more info about the time travel thing,"I'm a sucker for abstract, and this was abstract asf","Decent soundtrack, but I wouldn't listen to it",,"I liked the idea of the ending, but it was undercut by the confusing time travel bit seemingly undoing what the chars had worked towards. Ending was cool, yet messy with the second montage showing how it all connected and how the melting pot continues to go on forever. I think starting with the second montage, which leads into the first would have been best for my understanding. Also, they threw in undeserved char moments. Loved the execution of the theme. It felt prevalent in every char and their arcs.",,,
28,Land of the Lustrous,8.5,8.41,0.09,"138,050",6.36%,0.03,Normal,Completed,Orange,Fall,2017,Manga,Takahiko Kyougoku,12,05/12/2020,No,CGI done right,*in Themes 1,,,,,,,,,,
154,Kimi Ni Todoke - From Me To You,8.5,8.01,0.49,"341,390",15.74%,0.34,Normal,Completed,Production I.G,Fall,2009,Manga,Hiro Kaburagi,37,26/06/2021,Welled Up,Drama-filled and masterful char work,*in Themes 4,"Although s2 started with some stupid decisions and departure from normal thought processes, every char ended up being entertaining and their arcs were great","Felt kinda contrived in parts, but overall, it delivered on showing the relationship blossom. The massive time jumps were kinda alarming tho",Nothing done that was of any note,"The cute vs realistic styles added a nice touch, but it was pretty avg overall",Both ops banged off the wall and Ed1 also went off,,"There were some frustrating parts that made it hard to rate it a 9, and the pace was too slow in some parts as every ounce of melodrama felt like it had to be rung out. There were also times that the style of the show disappeared. Despite this, the char work is masterful. The reconnect of chars experiences from previous events to current ones made for intriguing moments and hightened tension. Also, not a single char got overused and felt stale. They were all dynamic and carried the show on their own way",,,
43,ID: Invaded,8.5,7.88,0.62,"98,422",4.54%,0.57,Normal,Completed,NAZ,Winter,2020,Mixed Media,Ei Aoki,13,02/08/2020,No,Crime drama done right,,,,,,,,,,,
136,From the New World,8.5,8.34,0.16,"228,146",10.52%,0.05,Normal,Completed,A-1 Pictures,Fall,2012,Novel,Masashi Ishihama,25,27/12/2020,No,"Plot intensity so great, char don't matter",*in Themes 1,"The characters were carried by the plot. No one had interesting characteristics or flaws, and while it didn't stop my enjoyment, it prevented emotional appeals","The twists and turns are remarkable. While some things aren't explained in the end (spirits and Shun), the story delivered thrill and politics",Everything about the world felt dystopian and fresh. The inability to escape made it more believable too,"In some early episodes, it crapped out. Overall, very good",OST and Eds were insanely appropriate,,"The love relationships didn't work, tainting my enjoyment, and the characters were bare bone, making it hard to connect. The MC and first guy was built up well and had a sad payoff, but other girl was bland and her relationship with MC was out of nowhere. No one seemed to change over time. Everyone stayed the same, which may be a thematic point, but if it was, it caused this show to suffer in the emotional connection department",,,
23,Demon Slayer: Kimetsu No Yaiba,8.5,8.56,-0.06,"1,534,399",70.73%,-0.76,Normal,Completed,ufotable,Spring,2019,Manga,Haruo Sotozaki,44,07/03/2022,Welled Up,The power of siblings,*in Themes 3,"The one quirk nature of some of the chars can seriously drag, especially when they are loud, but there's degree of growth that is really enjoyable and gets me hyped","The constant twists are awesome. There's a nice sense of strength progression. Comedy is hit or miss, and the tone can get ruined at times",There's a sense that the story feels small and isolated when it's advertised as something of great magnitude,Entertain district arc fight scenes had me going back mid fight to rewatch,Op 1 was decent and one OST song,season 3 - ???,"The biggest flaw is the villains and other char's arcs. They try and shove backstory down your throat right before their big moment w/o the necessary setup. It makes for an inability to emotionally engage when the show wants you to. I want to care about Renogoku's death, but they don't tell us about his important vow until he's about to die or show how he matters to the others. The villains are to be empathized with, and it works until they do the backstory and I lose interest (e.g. the bro-sis upper 6)",,,
58,Deca-Dence,8.5,7.44,1.06,"89,461",4.12%,1.02,Normal,Completed,Nut,Summer,2020,Original,Yuzuru Tachikawa,12,21/10/2020,Welled Up,Revolt against the system,*in Themes 1,,,,,,,,,,
121,Classroom of the Elite,8.5,7.84,0.66,"413,332",19.05%,0.47,Normal,Completed,Lerche,Summer,2017,Light Novel,Seiji Kishi,12,04/06/2021,No,Pretentious fucks fucking around,*in Themes 4,"Some hits and some misses. MC, Kushida, and Horikita show hints at depth. But, most of the cast feels one-note. Needs time to develop them more in future","Feels like nothing actually happened. Plot twists seemed almost shallow bc it was too predictable. Interesting, but not wowing","Really interesting, but not taken advantage of nearly as much as they could have","Mediocre. Not that great overall, but not that bad",Nothing here,Ongoing LN series may warant checking out,"The premise and potential of this show are off-the-charts good. Main three chars have so much depth and potential that they singlehandedly drove my interest. The influx of chars bogged down the show from shining. None of the ensemble stood out for more than 5 minutes. The story arcs weren't very impressive either. Plot felt insignificant in the beginning and the sense of stakes was nonexistent. Needs more seasons, but it was enjoyable nevertheless and the MCs unpredictablness carried my interest",,,
187,Chaika - The Coffin Princess,8.5,7.23,1.27,"154,578",7.13%,1.20,Normal,Completed,Bones,Spring,2014,Light Novel,Souichi Masui,22,25/12/2021,No,Underrated and overrated plot,*in Themes 7,"The chars that did get focus were pretty good. The large cast made it hard to focus on any given arc, but the arcs that did get focus were awesome",Really good. Foreshadowing feels natural. Char arcs interact naturally with the conflict. It's easy to follow. It's truly a highlight for sure,"The magic system definitely needed work, but the politics that happened in the background were a nice touch","The fights were so awesome. If there was CGI, I didn't notice at all",Nothing going on here,,"For the big problem, the ending's pacing was horrific to the point where it was almost comedic & unsatisfying. Also, some chars provided nothing despite having important char arcs like the half-Chaika. There were also some major contrivances. However, the plot was intriciate, yet simple. The plot pushed me to loving Toru and Chaika's char arcs along the journey, which was awesome because it didn't mean I had to sit through gaudy speeches. No nonsense, not too deep. It was entertaining and felt cohesive",,,
271,86,8.5,8.40,0.10,"243,434",11.22%,-0.01,Normal,Completed,A-1 Pictures,Spring,2021,Light Novel,Toshimasa Ishii,23,15/04/2022,Tingly Nose,A nuanced approach to discrimination,*in Themes 5,"S1 didn't give peripheral chars much time. S2 gave us a deep dive that I enjoyed, but Frederica was a bore and was annoying, which took away from my enjoyment",The pacing and exposition is well done and in bits and chunks that served the story's tension. S2's reliance on Frederica made it tough to like,The world building is really good. I love seeing the diff between the two groups. One of the best I've seen,Passable. It doesn't blow me away by any means,Eds are pretty good,,"When chars are given focus, they shine as they represent different sides of the conflict in s1, and s2 continued that for the most part. It's tough to like the new chars tho and hard to relate to the main ones outside Shin. However, with how much the show relies on the plot in s1, the few contrivances it has are tough to get by. Namely, if they know they're gonna die from the beginning, there should be more rebellion. Also, the fact that Lena hasn't told anyone about the Legion not ending baffles me",,,
339,Weathering With You,8,8.35,-0.35,"375,729",17.32%,-0.52,Normal,Completed,CoMix Wave Films,Summer,2019,Original,Makoto Shinkai,1,20/08/2021,No,"Cute, but lacks storytelling depth","People will do whatever to see a sunshine, but what their sunshine is differs from person to person","There isn't a single unlikeable char. They are all sweet and seem to have some good writing behind them, but they're inevitably pretty shallow. Lotta buy-in required","Makes no sense. I appreciate the storytelling through little direct exposition, but the main conflict had no tension and climax was dull","Tokyo looking kinda nice, but not much of interest. It would have been nice to see more adaptation from Tokyo","Pure, unadulterated orgasmic backgrounds and fluid everything",Nothing stands out,,"This move has a lot of dumb moments, namely the nonsensical climax where girl is saved. Nothing is explained enough for it to be a satisfying conclusion. Also, what did Hodaka really need? What did Hina really need? Did they really need each other? Their relationship had to carry both of their chars, and while I could buy in to them loving each other, it wasn't enough to make me feel attached. However, the stakes outside the main one were good and the moral complexity I loved; although it deserved more",,,
113,We Never Learn!: Bokuben,8,7.33,0.67,"151,449",6.98%,0.60,Normal,Completed,Silver,Spring,2019,Manga,Yoshiaki Iwasaki,26,02/04/2021,No,Harem that knows what it's about,*in Themes 3,"All five of the girls in the harem were fun and unique. Main guy felt a bit too generic for my liking, but he was overall good enough","A few extraordinarily dumb coincidences, but overall, the show didn't seem to take itself too seriously. Ending felt meh. Manga ending is ballsy",Nothing of note here,"Not too great, especially the CGI idol show",Ed 1 was noice,,"With hints of thematic seriousness, the show didn't exactly deliver in that area. The relationships between the girls and Yuiga needed more of a thematic emphasis for me to really care. Otherwise, their motivations fell flat, especially given his whitewashed personality. However, as a mindless comedy, it did it's job well. It stuck to a formula and didn't diverge. It also did the one thing most harems fail at, which is make me unable to choose among any of the five girls. They were all great in their own way",,,
110,The Quintessential Quintuplets,8,7.82,0.18,"343,335",15.83%,0.02,Normal,Completed,Tezuka Productions,Winter,2019,Manga,Satoshi Kuwahara,24,16/05/2021,No,Family bonds are more than just love,*in Themes 3,"The MC is a bit wishy washy in terms of his char, but the five girls are all unique and provide different styles to the table. They never get stale either",Really dumb in the first season. Full of contrivences and unexplainable decisions. Second season is much stronger and feels cohesive. ,Apartments are all fun,"First season was BAD. Second season was solid, not great tho",Nothing but a couple OST songs,movie - May 2022,"S1 was like a 6, but s2 carried this show. The intricate relationships between each of the girls, the collective quintuplets, and each one's relationship with Futaro makes for a compelling char-driven story. Show did stumble with its aboslutely blistering hot pace. Comedy gets better in s2 and lack of fan service is appreciated. It was hard to care about moments when scenes lasted 15 seconds max. 2nd season made this a story of family, love, and how to find happiness in harming one's most important bonds.",,,
95,The Helpful Fox Senko-san,8,7.35,0.65,"119,127",5.49%,0.60,Normal,Completed,Doga Kobo,Spring,2019,Web Manga,Tomoaki Koshida,12,19/02/2021,Welled Up,"Cute, relaxing, and heartwarming",The pampering and love of a mother/wife is priceless. It goes along way to make us feel normal,"Sanko and Kuroto were loveable, and there scenes were all great. Shiro and Koenji did not add much to the show. They felt unnecessary","The climax felt spare and contrived, ruining what could have been a heartwarming scene. Also, the magic felt dumb and unimmersive","The gods' world and the human world didn't seem that interesting, but I don't think it did",Okay. Character designs for the gods were really good,Ed is calming,,"This show did little to inspire around its ending. The cute moments didn't hit when they should have. The ending just left something to be desired in terms of emotional attachment. Otherwise, 75% of the show was adorable, relaxing, and tender. It made me appreciate the love I have and realize just how much it can mean when it comes to alleviating people's pain. It was truly relaxing to watch and forget. Also, I think it successfully strayed away from sexualizing the characters like some might be led to believe",,,
